ticker,company,date_range,total_articles,average_sentiment,sentiment_std,last_week_sentiment,last_month_sentiment,positive_ratio,negative_ratio,latest_update
TEAD,Teads Holding Co.,2025-07-10 to 2025-07-10,1,0.8051046848297119,,,0.8051046848297119,1.0,0.0,2025-07-10 19:27:51
DDI,DoubleDown Interactive Co. Ltd.,2025-07-08 to 2025-07-14,5,0.5145236372947692,0.34300663444496227,,0.5145236372947692,0.6,0.0,2025-07-14 22:15:00
IMVT,Immunovant Inc.,2025-07-16 to 2025-07-16,3,0.44855075279871626,0.40114766374967264,,0.44855075279871626,0.3333333333333333,0.0,2025-07-16 18:00:02
ADV,Advantage Solutions Inc.,2025-07-17 to 2025-08-05,5,0.4289901852607727,0.4526783803692432,0.4402086138725281,0.4289901852607727,0.6,0.0,2025-08-05 15:04:00
DDL,Dingdong (Cayman) Limited,2025-07-08 to 2025-07-08,1,0.4154238224029541,,,0.4154238224029541,0.0,0.0,2025-07-08 20:05:25
LVO,LiveOne Inc.,2025-07-08 to 2025-07-16,7,0.4143582224845886,0.36825810062619424,,0.4143582224845886,0.2857142857142857,0.14285714285714285,2025-07-16 13:30:00
JBS, JBS SA,2025-07-10 to 2025-07-10,1,0.36799997091293335,,,0.36799997091293335,0.0,0.0,2025-07-10 11:13:09
PACS,PACS Group Inc.,2025-07-29 to 2025-07-29,1,0.35985281467437746,,,0.35985281467437746,1.0,0.0,2025-07-29 13:40:03
KINS,Kingstone Companies Inc.,2025-07-16 to 2025-07-23,4,0.32852977216243745,0.44340523017729,,0.32852977216243745,0.5,0.0,2025-07-23 07:59:05
BIIB,Biogen Inc.,2025-07-07 to 2025-08-04,67,0.30819919429608245,0.5092782211212524,0.40022280727114,0.30819919429608245,0.4626865671641791,0.08955223880597014,2025-08-04 22:05:00
MATV,Mativ Holdings Inc.,2025-07-10 to 2025-08-05,5,0.30383537769317626,0.5515153476976019,-0.38932518959045415,0.30383537769317626,0.4,0.4,2025-08-05 13:45:03
CDE,Coeur Mining Inc.,2025-07-07 to 2025-08-05,27,0.3011714239915212,0.5117317142482269,-0.16099258422851564,0.3011714239915212,0.4074074074074074,0.1111111111111111,2025-08-05 19:37:52
TCOM,Trip.com Group Limited,2025-07-08 to 2025-08-06,21,0.29999618530273436,0.3121571388405158,0.2936737736066182,0.29999618530273436,0.2857142857142857,0.09523809523809523,2025-08-06 00:53:43
CRNX,CRINETICS PHARMACEUTICALS INC.,2025-07-08 to 2025-07-31,8,0.293264453113079,0.3939723759288564,-0.0101120114326477,0.293264453113079,0.25,0.125,2025-07-31 17:56:51
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,2025-07-15 to 2025-08-05,5,0.28400647401809687,0.3904166744682517,0.0,0.28400647401809687,0.4,0.0,2025-08-05 08:22:00
CVNA, Carvana Co.,2025-07-07 to 2025-08-06,128,0.27375520071946086,0.45713092962784346,0.3979068206281078,0.27375520071946086,0.3125,0.0625,2025-08-06 00:11:16
HRTG,Heritage Insurance Holdings Inc.,2025-07-07 to 2025-08-05,13,0.2727450810945951,0.3398576636624165,0.20724026362101236,0.2727450810945951,0.3076923076923077,0.0,2025-08-05 22:15:00
IMXI,International Money Express Inc.,2025-07-08 to 2025-08-04,7,0.26879314354487827,0.6300553494021269,-0.45979313254356385,0.26879314354487827,0.42857142857142855,0.14285714285714285,2025-08-04 22:15:00
UIS,Unisys Corporation,2025-07-09 to 2025-08-06,15,0.2668619195620219,0.4590883099786015,0.21473836217607772,0.2668619195620219,0.4,0.0,2025-08-06 03:36:06
HQY,HealthEquity Inc.,2025-07-09 to 2025-08-01,11,0.25988946177742694,0.32379341836759473,0.0,0.25988946177742694,0.18181818181818182,0.0,2025-08-01 11:10:00
SNPS,SYNOPSYS INC.,2025-07-07 to 2025-08-05,86,0.25838008495264275,0.47350806119597827,0.27570454180240633,0.25838008495264275,0.2441860465116279,0.13953488372093023,2025-08-05 15:30:02
MANH,MANHATTAN ASSOCIATES INC.,2025-07-08 to 2025-07-31,29,0.2564675302341067,0.48290567161759496,0.7238458573818207,0.2564675302341067,0.3103448275862069,0.10344827586206896,2025-07-31 13:07:00
SSTK,Shutterstock Inc.,2025-07-07 to 2025-08-05,9,0.2509873880280389,0.4917713828121863,0.19526690542697905,0.2509873880280389,0.3333333333333333,0.1111111111111111,2025-08-05 14:00:00
CLS,CELESTICA INC.,2025-07-07 to 2025-08-06,24,0.25003209859132763,0.3493992519463302,0.0,0.25003209859132763,0.20833333333333334,0.041666666666666664,2025-08-06 00:06:11
HLF,High Liner Foods Incorporated,2025-07-07 to 2025-08-05,10,0.2458534598350525,0.5581094605614332,0.0,0.2458534598350525,0.2,0.1,2025-08-05 05:03:03
NX,Quanex Building Products Corporation,2025-07-14 to 2025-08-02,10,0.23965961694717408,0.3381100411729248,0.0,0.23965961694717408,0.2,0.0,2025-08-02 00:07:00
TX,Ternium S.A.,2025-07-09 to 2025-08-01,5,0.2357593464851379,0.38948013974208706,0.09375006357828776,0.2357593464851379,0.4,0.0,2025-08-01 10:46:37
AXON,Axon Enterprise Inc.,2025-07-07 to 2025-08-05,88,0.23241806247017596,0.5342568081874877,0.26854480634564937,0.23241806247017596,0.3522727272727273,0.09090909090909091,2025-08-05 21:44:48
COUR,Coursera Inc.,2025-07-09 to 2025-08-05,32,0.22828302066773176,0.5468003082319769,-0.006327089667320263,0.22828302066773176,0.3125,0.125,2025-08-05 22:15:00
AMTM,Amentum Holdings Inc.,2025-07-08 to 2025-08-05,11,0.22063218246806748,0.38916371961821977,0.2557983350753784,0.22063218246806748,0.18181818181818182,0.0,2025-08-05 22:55:27
TWLO,Twilio Inc.,2025-07-08 to 2025-08-04,44,0.2179031274535439,0.3787903849423658,0.016927313804626466,0.2179031274535439,0.1590909090909091,0.09090909090909091,2025-08-04 23:40:02
PMTS,CPI Card Group Inc.,2025-07-07 to 2025-07-29,6,0.21634813348452245,0.25389056760489537,,0.21634813348452245,0.0,0.16666666666666666,2025-07-29 22:26:00
KOP,Koppers Holdings Inc.,2025-07-09 to 2025-08-01,8,0.21159241050481797,0.25897742662010065,0.2737958908081055,0.21159241050481797,0.25,0.0,2025-08-01 13:20:01
MTDR,MATADOR RESOURCES COMPANY,2025-07-08 to 2025-08-01,22,0.2089387704025615,0.3477945238503012,0.0,0.2089387704025615,0.3181818181818182,0.13636363636363635,2025-08-01 11:10:00
TBLA,Taboola.com Ltd.,2025-07-10 to 2025-08-05,12,0.20167084534962973,0.5076538613043314,0.17990369796752928,0.20167084534962973,0.25,0.08333333333333333,2025-08-05 05:04:12
MRVL,Marvell Technology Inc.,2025-07-07 to 2025-08-06,83,0.19940178221966848,0.47490283542899764,0.11742530514796577,0.19940178221966848,0.2289156626506024,0.12048192771084337,2025-08-06 04:32:00
CLDX,Celldex Therapeutics Inc.,2025-07-08 to 2025-07-31,3,0.19801704486211139,0.18972695824254437,0.0,0.19801704486211139,0.3333333333333333,0.3333333333333333,2025-07-31 23:31:00
PFGC,Performance Food Group Company,2025-07-07 to 2025-08-05,30,0.19605455915133158,0.5245383974549425,0.3164673788206918,0.19605455915133158,0.4,0.1,2025-08-05 16:45:00
SMCI,Super Micro Computer Inc.,2025-07-07 to 2025-08-06,184,0.19563079761422197,0.5129607016129085,0.05697591556443107,0.19563079761422197,0.21739130434782608,0.17391304347826086,2025-08-06 01:06:19
