ticker,company,date_range,total_articles,average_sentiment,sentiment_std,last_week_sentiment,last_month_sentiment,positive_ratio,negative_ratio,latest_update
IMCR,Immunocore Holdings plc,2025-06-24 to 2025-07-01,5,0.5374564814567566,0.20221100762113864,,0.5374564814567566,0.4,0.0,2025-07-01 16:50:00
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,2025-06-29 to 2025-07-17,4,0.44499099254608154,0.34179966999935774,0.3306327164173126,0.44499099254608154,0.75,0.0,2025-07-17 16:38:29
LVO,LiveOne Inc.,2025-06-26 to 2025-07-16,14,0.4218855082988739,0.3583763851943701,,0.4218855082988739,0.35714285714285715,0.07142857142857142,2025-07-16 13:30:00
GPCR,Structure Therapeutics Inc.,2025-06-24 to 2025-07-03,2,0.3666001081466675,0.016254994228808727,,0.3666001081466675,0.5,0.0,2025-07-03 17:09:10
CRNX,CRINETICS PHARMACEUTICALS INC.,2025-06-26 to 2025-07-16,9,0.3661298208766513,0.37939826281319045,0.0,0.3661298208766513,0.2222222222222222,0.0,2025-07-16 15:38:45
BIIB,Biogen Inc.,2025-06-23 to 2025-07-22,57,0.3395689514645359,0.47057890431603683,0.3216207989056905,0.3456326827406883,0.43859649122807015,0.05263157894736842,2025-07-22 11:13:36
IMVT,Immunovant Inc.,2025-07-06 to 2025-07-16,4,0.33641338646411895,0.3969627951850705,0.4485511819521586,0.33641338646411895,0.25,0.0,2025-07-16 18:00:02
CLS,CELESTICA INC.,2025-06-23 to 2025-07-21,37,0.3323261045120857,0.31772622255282906,0.0,0.3071439613614763,0.2702702702702703,0.0,2025-07-21 10:30:00
CVE,Cenovus Energy Inc.,2025-06-25 to 2025-07-03,5,0.3192714214324951,0.23784717135514652,,0.3192714214324951,0.0,0.2,2025-07-03 12:56:13
MRVL,Marvell Technology Inc.,2025-06-23 to 2025-07-23,87,0.2875766922687662,0.4447840151987818,0.2538737691938877,0.3005256309228785,0.3333333333333333,0.09195402298850575,2025-07-23 09:59:14
DAR,DARLING INGREDIENTS INC.,2025-06-25 to 2025-07-22,17,0.2802438911269693,0.34762776691121505,-0.38475723266601564,0.2802438911269693,0.17647058823529413,0.11764705882352941,2025-07-22 16:00:20
HQY,HealthEquity Inc.,2025-06-26 to 2025-07-23,12,0.2698951373497645,0.39392400643881215,0.18985939025878906,0.2698951373497645,0.3333333333333333,0.08333333333333333,2025-07-23 09:13:00
CDE,Coeur Mining Inc.,2025-06-24 to 2025-07-21,30,0.26893097579479225,0.5361988291630242,0.43530566841363905,0.26893097579479225,0.4666666666666667,0.16666666666666666,2025-07-21 19:04:41
CG,Centerra Gold Inc.,2025-06-23 to 2025-07-22,34,0.2685617706354927,0.4679163924286939,0.34494424263636275,0.2685617706354927,0.3235294117647059,0.058823529411764705,2025-07-22 16:30:00
CMPS,COMPASS Pathways plc,2025-06-23 to 2025-07-15,20,0.24114048779010777,0.44601433844544036,,0.08057109942803013,0.25,0.15,2025-07-15 22:58:48
AXON,Axon Enterprise Inc.,2025-06-23 to 2025-07-22,44,0.23697364465756854,0.5407514908855473,0.2309069061279297,0.23697364465756854,0.29545454545454547,0.09090909090909091,2025-07-22 13:00:21
CRM,Salesforce Inc.,2025-06-23 to 2025-07-23,217,0.23030618973042008,0.45266731444275776,0.20089948271450245,0.2298508511033169,0.3225806451612903,0.0967741935483871,2025-07-23 08:10:00
ZM,Zoom Video Communications Inc.,2025-06-25 to 2025-07-15,20,0.22307238340377814,0.48740837660325204,,0.22307238340377814,0.35,0.1,2025-07-15 18:00:02
MNMD,Mind Medicine (MindMed) Inc.,2025-06-25 to 2025-07-22,10,0.21270367622375486,0.38217113112648754,0.5729162335395813,0.21270367622375486,0.3,0.1,2025-07-22 18:00:04
PFGC,Performance Food Group Company,2025-06-23 to 2025-07-22,23,0.20167893689611688,0.5807465596812161,0.25935325026512146,0.20167893689611688,0.34782608695652173,0.17391304347826086,2025-07-22 17:40:03
MA,Mastercard Incorporated,2025-06-23 to 2025-07-23,223,0.19471720264631537,0.4937266746917169,0.213449260111778,0.18969212450764397,0.33183856502242154,0.10762331838565023,2025-07-23 08:51:00
MU,Micron Technology Inc.,2025-04-09 to 2025-07-23,232,0.1934963164144549,0.5796790826040533,-0.11941613022770202,0.19186524199200913,0.35344827586206895,0.21982758620689655,2025-07-23 00:49:36
DVN,Devon Energy Corporation,2025-06-23 to 2025-07-22,48,0.19180698891480763,0.5403713085272194,0.115658061504364,0.19588798867895243,0.25,0.25,2025-07-22 23:50:02
ALK,Alaska Air Group Inc,2025-06-23 to 2025-07-23,49,0.18214621324928437,0.6118803577935995,-0.10298892781138419,0.18214621324928437,0.40816326530612246,0.20408163265306123,2025-07-23 09:16:42
UBER,Uber Technologies Inc.,2025-07-08 to 2025-07-23,238,0.18141975951294936,0.45941240527347027,0.12596283809862271,0.18141975951294936,0.24789915966386555,0.1092436974789916,2025-07-23 04:00:32
UPWK,Upwork Inc.,2025-06-24 to 2025-07-22,18,0.179249150885476,0.4342248420268763,0.4046614319086074,0.179249150885476,0.16666666666666666,0.05555555555555555,2025-07-22 20:06:20
HBM,Hudbay Minerals Inc.,2025-06-24 to 2025-07-21,32,0.17731499969959258,0.4728796823921635,0.22211946487426756,0.17731499969959258,0.21875,0.15625,2025-07-21 23:35:00
AAPL,Apple Inc.,2025-07-15 to 2025-07-23,245,0.17411706420840048,0.4980850378399487,0.17351969025902828,0.17411706420840048,0.24897959183673468,0.14285714285714285,2025-07-23 10:00:00
