ticker,company,date_range,articles_30d,average_sentiment,sentiment_std,sent_7d,sent_30d,positive_ratio,negative_ratio,latest_update,sent_15d,trend_30d,trend_7d,trend_15d
HAL,Halliburton Company,2024-12-20 to 2025-01-17,24,0.044242994983991,0.534530016075833,0.3045911073684692,0.0205250740051269,0.2083333333333333,0.25,2025-01-17 11:45:00,0.07632428833416528,STABLE,STABLE,NEW
UBER,Uber Technologies Inc.,2024-12-20 to 2025-01-19,174,0.0274620502844624,0.5042538673064108,-0.0784190066655477,0.0186777556303775,0.1954022988505747,0.2068965517241379,2025-01-19 03:44:03,0.13308854359452443,STABLE,STABLE,NEW
CRM,Salesforce Inc.,2024-12-20 to 2025-01-18,130,0.0253103907291705,0.520498822201448,0.2899017728865146,0.0040391022064646,0.2153846153846154,0.1923076923076923,2025-01-18 01:03:57,-0.019866958161195124,STABLE,STABLE,NEW
GOOGL,Alphabet Inc.,2025-01-03 to 2025-01-19,235,0.0025212479905879,0.4577890652989161,-0.0373606857581016,0.0025212479905879,0.1276595744680851,0.1659574468085106,2025-01-19 10:15:00,-0.0030594222315954555,STABLE,STABLE,NEW
BRZE,Braze Inc.,2025-01-03 to 2025-01-07,2,0.0,0.0,,0.0,0.0,0.0,2025-01-07 03:19:30,0.0,STABLE,NEW,NEW
CMPS,COMPASS Pathways plc,2025-01-10 to 2025-01-13,2,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-13 03:50:04,0.0,STABLE,STABLE,NEW
GPCR,Structure Therapeutics Inc.,2024-12-26 to 2025-01-03,2,0.0,0.0,,0.0,0.0,0.0,2025-01-03 11:29:46,,STABLE,NEW,NEW
COUR,Coursera Inc.,2024-12-20 to 2025-01-16,2,0.0,0.0,0.0,0.0,0.0,0.0,2025-01-16 17:11:04,0.0,STABLE,STABLE,NEW
CIVI,Civitas Resources Inc.,2024-12-21 to 2025-01-16,8,-0.0075398325920105,0.2134091428642345,0.0,-0.0075398325920105,0.0,0.25,2025-01-16 15:25:28,0.028251290321350098,STABLE,STABLE,NEW
NVDA,NVIDIA Corporation,2025-01-06 to 2025-01-19,250,-0.0078726228713989,0.4988856713524584,0.048818614876386,-0.0078726228713989,0.176,0.228,2025-01-19 12:50:51,-0.007872622871398926,STABLE,STABLE,NEW
SPB,Superior Plus Corp.,2024-12-23 to 2025-01-16,3,-0.0101078629493713,0.5678243751379466,0.5525951027870178,-0.0101078629493713,0.0,0.0,2025-01-16 16:18:40,0.2762975513935089,STABLE,STABLE,NEW
BIIB,Biogen Inc.,2024-12-20 to 2025-01-17,35,-0.024987678187234,0.4940669337369507,0.1903532028198242,0.0439446352422237,0.2571428571428571,0.2571428571428571,2025-01-17 16:10:05,0.15169622898101806,STABLE,STABLE,NEW
MU,Micron Technology Inc.,2024-12-20 to 2025-01-18,157,-0.0279893902456684,0.5087928679452247,-0.209492360493716,0.0148676079811809,0.2738853503184713,0.2484076433121019,2025-01-18 00:33:06,0.1502207521651242,STABLE,STABLE,NEW
DXCM,DexCom Inc.,2024-12-20 to 2025-01-19,34,-0.0342220271334928,0.5423774834671721,-0.0145885527133941,-0.0453568596993723,0.2647058823529412,0.2352941176470588,2025-01-19 01:45:57,-0.055799304355274554,STABLE,STABLE,NEW
TSLA,Tesla Inc.,2025-01-05 to 2025-01-19,243,-0.0768146630913141,0.5020220550824535,-0.0928971653115259,-0.0768146630913141,0.1481481481481481,0.242798353909465,2025-01-19 04:59:24,-0.07681466309131418,STABLE,STABLE,NEW
META,Meta Platforms Inc.,2025-01-06 to 2025-01-19,235,-0.0953029460856255,0.4659196718568149,-0.1979464784264564,-0.0953029460856255,0.0936170212765957,0.2340425531914893,2025-01-19 10:15:00,-0.0953029460856255,STABLE,STABLE,NEW
SMCI,Super Micro Computer Inc.,2024-12-20 to 2025-01-18,95,-0.1006589638559441,0.5210526215780931,0.1590200841426849,-0.1181929890314738,0.1473684210526315,0.2421052631578947,2025-01-18 11:00:00,0.10189686463429377,STABLE,STABLE,NEW
CLDX,Celldex Therapeutics Inc.,2025-01-01 to 2025-01-02,2,-0.1307100415229797,0.2830420670680755,,-0.1307100415229797,0.0,1.0,2025-01-02 11:04:57,,STABLE,NEW,NEW
PRU,Prudential Financial Inc.,2024-12-20 to 2025-01-14,30,-0.1395471942424774,0.6292590230931349,0.4614973425865173,-0.1092057279178074,0.2,0.3333333333333333,2025-01-14 10:32:04,0.031723629344593406,STABLE,STABLE,NEW
LW,Lamb Weston Holdings Inc.,2024-12-20 to 2025-01-09,35,-0.1396894192695617,0.4935159869155727,,-0.2281426619600366,0.2,0.2857142857142857,2025-01-09 10:00:59,-0.034916241963704436,STABLE,NEW,NEW
CHMI,Cherry Hill Mortgage Investment Corporation,2024-12-23 to 2024-12-31,2,-0.1922442197799682,0.2718743829006652,,-0.1922442197799682,0.0,0.5,2024-12-31 03:26:01,,STABLE,NEW,NEW
RCI,Rogers Communications Inc.,2024-12-23 to 2025-01-14,9,-0.1927071419027116,0.4773978766649668,-0.2651105940341949,-0.1927071419027116,0.1111111111111111,0.2222222222222222,2025-01-14 08:40:00,-0.13255529701709745,STABLE,STABLE,NEW
STZ,Constellation Brands Inc.,2024-12-20 to 2025-01-18,91,-0.1935330145961635,0.52492284479183,-0.4322835666792732,-0.2044343909952375,0.0989010989010989,0.3186813186813186,2025-01-18 12:00:00,-0.23864406185635068,STABLE,STABLE,NEW
PACS,PACS Group Inc.,2024-12-20 to 2025-01-14,40,-0.3120201924443245,0.3202971766448912,-0.3307801187038421,-0.3030937958986331,0.0,0.35,2025-01-14 21:49:14,-0.32070639984948296,STABLE,STABLE,NEW
AMTM,Amentum Holdings Inc.,2024-12-21 to 2025-01-11,17,-0.3181879162788391,0.5409539170615532,,-0.3181879162788391,0.0588235294117647,0.4117647058823529,2025-01-11 00:56:13,0.21602557301521302,STABLE,NEW,NEW
TX,Ternium S.A.,2024-12-24 to 2024-12-24,1,-0.38965003490448,,,-0.38965003490448,0.0,1.0,2024-12-24 11:06:37,,STABLE,NEW,NEW
