ticker,company,date_range,articles_30d,average_sentiment,sentiment_std,sent_7d,sent_30d,positive_ratio,negative_ratio,latest_update,sent_15d,trend_30d,trend_7d,trend_15d
RLX,RLX Technology Inc.,2024-12-26 to 2025-01-17,3,0.5008926630020142,0.4780123788441587,0.5505262970924377,0.5008926630020142,0.3333333333333333,0.0,2025-01-17 03:08:25,0.5505262970924377,STABLE,STABLE,NEW
LVO,LiveOne Inc.,2024-12-20 to 2025-01-16,9,0.4556553800900778,0.3845366437288041,0.4640189826488495,0.5700688898563385,0.5555555555555556,0.0,2025-01-16 13:05:03,0.46401898264884944,STABLE,STABLE,NEW
ARCO,Arcos Dorados Holdings Inc.,2024-12-20 to 2025-01-17,12,0.4202937811613083,0.378192267828386,0.3150990804036458,0.4093468633565036,0.5833333333333334,0.0,2025-01-17 09:25:04,0.31509908040364587,STABLE,STABLE,NEW
IDYA,IDEAYA Biosciences Inc.,2024-12-27 to 2025-01-12,5,0.4030985021591187,0.4236043819875847,,0.4030985021591187,0.4,0.0,2025-01-12 13:01:10,0.0,STABLE,NEW,NEW
RCKT,Rocket Pharmaceuticals Inc.,2024-12-29 to 2025-01-02,4,0.4010549396276474,0.4647664845699009,,0.4010549396276474,0.5,0.0,2025-01-02 22:00:00,,STABLE,NEW,NEW
TNC,Tennant Company,2024-12-20 to 2025-01-17,2,0.365836763381958,0.5173713123894419,0.0,0.0,0.5,0.0,2025-01-17 13:13:04,0.0,STABLE,STABLE,NEW
HBM,Hudbay Minerals Inc.,2025-01-02 to 2025-01-18,13,0.3110934555530548,0.3125187955140974,0.3143507331609726,0.3110934555530548,0.3846153846153846,0.0,2025-01-18 04:54:32,0.28566072583198543,STABLE,STABLE,NEW
HQY,HealthEquity Inc.,2024-12-23 to 2025-01-13,11,0.304326483336362,0.3893577668392908,0.1595528721809387,0.304326483336362,0.3636363636363636,0.1818181818181818,2025-01-13 13:54:04,0.44844034399305066,STABLE,STABLE,NEW
MA,Mastercard Incorporated,2024-12-20 to 2025-01-16,97,0.2900533023568772,0.4773981593728881,0.1473764530817667,0.2954271203728132,0.3298969072164948,0.0824742268041237,2025-01-16 14:05:33,0.09897328001080137,STABLE,STABLE,NEW
SHOP,Shopify Inc.,2024-12-20 to 2025-01-19,46,0.2780119047216747,0.3825356929219803,0.263603539019823,0.271561043659846,0.2608695652173913,0.0869565217391304,2025-01-19 07:57:18,0.3470254882618233,STABLE,STABLE,NEW
TWLO,Twilio Inc.,2024-12-20 to 2025-01-17,31,0.2701355934143066,0.4012293044458851,0.3743687778711319,0.2618639334042867,0.1935483870967742,0.032258064516129,2025-01-17 08:01:03,0.45890279531478884,STABLE,STABLE,NEW
G,Assicurazioni Generali S.p.A.,2024-12-20 to 2025-01-13,10,0.2550979387760163,0.5197027556607879,0.0,0.3550002204047309,0.3,0.1,2025-01-13 17:06:13,0.3256780930927822,STABLE,STABLE,NEW
AXON,Axon Enterprise Inc.,2024-12-24 to 2025-01-17,23,0.2447886233744414,0.5986723357028676,-0.1101581811904907,0.2447886233744414,0.391304347826087,0.1304347826086956,2025-01-17 07:50:00,0.12483311891555787,STABLE,STABLE,NEW
IMCR,Immunocore Holdings plc,2024-12-23 to 2025-01-10,5,0.2324274492263794,0.2346269250068525,,0.2324274492263794,0.2,0.0,2025-01-10 13:00:00,0.4553427457809448,STABLE,NEW,NEW
ASTH,Astrana Health Inc.,2024-12-30 to 2025-01-19,6,0.2193491538365681,0.251589263443194,0.2850971460342407,0.2193491538365681,0.1666666666666666,0.0,2025-01-19 11:00:00,0.24341973066329953,STABLE,STABLE,NEW
UPWK,Upwork Inc.,2024-12-26 to 2025-01-16,8,0.2132569760084152,0.2949232429976238,0.3851492524147034,0.2132569760084152,0.125,0.0,2025-01-16 04:50:00,0.3851492524147034,STABLE,STABLE,NEW
WELL,WELL Health Technologies Corp.,2024-12-20 to 2025-01-15,22,0.2090127912434664,0.4795060806043569,0.0,0.2270696922352439,0.2727272727272727,0.0909090909090909,2025-01-15 08:01:12,-0.14883318543434143,STABLE,STABLE,NEW
DDOG,Datadog Inc.,2024-12-20 to 2025-01-17,30,0.2018328018983205,0.4222756373852911,-0.5552754342556,0.2585890814110085,0.3,0.0666666666666666,2025-01-17 11:33:18,0.14242883920669555,STABLE,STABLE,NEW
PFGC,Performance Food Group Company,2025-01-06 to 2025-01-09,4,0.1967675626277923,0.2312835213285035,,0.1967675626277923,0.25,0.0,2025-01-09 17:40:06,0.19676756262779233,STABLE,NEW,NEW
MRVL,Marvell Technology Inc.,2024-12-20 to 2025-01-16,76,0.1771980205648823,0.4018829572129067,0.1591370701789856,0.1713086140155792,0.2763157894736842,0.0789473684210526,2025-01-16 10:01:14,0.18289980922426496,STABLE,STABLE,NEW
UTZ,Utz Brands Inc.,2024-12-26 to 2025-01-07,4,0.1752245604991913,0.4245907824761171,,0.1752245604991913,0.5,0.25,2025-01-07 11:56:55,0.5268985211849213,STABLE,NEW,NEW
TRVG,trivago N.V.,2024-12-20 to 2025-01-09,2,0.1677505910396576,0.2372351609443863,,0.0,0.0,0.0,2025-01-09 18:10:29,0.0,STABLE,NEW,NEW
TCOM,Trip.com Group Limited,2024-12-24 to 2025-01-06,5,0.1652267551422119,0.5132597163264864,,0.1652267551422119,0.4,0.0,2025-01-06 15:00:17,0.9396344900131224,STABLE,NEW,NEW
DVN,Devon Energy Corporation,2024-12-20 to 2025-01-16,33,0.154946299755212,0.550972096617014,-0.123077847957611,0.1326183184500663,0.303030303030303,0.1818181818181818,2025-01-16 15:25:28,0.02390382215380668,STABLE,STABLE,NEW
SLB,Schlumberger Limited,2024-12-20 to 2025-01-17,50,0.1532044177055359,0.5174227900578718,0.3506919646263122,0.1967265163858731,0.3,0.18,2025-01-17 17:51:07,0.29401188254356386,STABLE,STABLE,NEW
SLP,Simulations Plus Inc.,2024-12-23 to 2025-01-16,15,0.1374835932254791,0.4908903494508789,-0.0954646229743957,0.1374835932254791,0.2,0.2666666666666666,2025-01-16 14:03:20,0.15135579867796467,STABLE,STABLE,NEW
INSW,International Seaways Inc.,2024-12-20 to 2025-01-09,18,0.1362534364064534,0.2590845176801769,,0.1221480720183428,0.2222222222222222,0.0,2025-01-09 14:00:00,0.09856932163238526,STABLE,NEW,NEW
AVGO,Broadcom Inc.,2024-12-24 to 2025-01-19,240,0.1197575049102306,0.4793875143354947,0.1737735054072211,0.1197575049102306,0.2708333333333333,0.1541666666666666,2025-01-19 07:00:00,0.138558993431238,STABLE,STABLE,NEW
LKQ,LKQ Corporation,2024-12-27 to 2025-01-10,6,0.1190996388594309,0.2737629562693356,,0.1190996388594309,0.1666666666666666,0.0,2025-01-10 14:30:00,0.1786494582891464,STABLE,NEW,NEW
MSFT,Microsoft Corporation,2025-01-06 to 2025-01-19,240,0.1186344662805398,0.4612365699775732,0.178164533913975,0.1186344662805398,0.2208333333333333,0.1208333333333333,2025-01-19 12:32:20,0.11863446628053982,STABLE,STABLE,NEW
SNDX,Syndax Pharmaceuticals Inc.,2025-01-03 to 2025-01-15,8,0.1106271788477897,0.4039325809879567,0.3887193888425827,0.1106271788477897,0.5,0.0,2025-01-15 23:34:00,0.12643106154033118,STABLE,STABLE,NEW
AMZN,Amazon.com Inc.,2025-01-06 to 2025-01-19,240,0.1094787814468145,0.4369833115476081,0.1168011725754351,0.1094787814468145,0.2125,0.0958333333333333,2025-01-19 10:15:00,0.10947878144681453,STABLE,STABLE,NEW
UAL,United Airlines Holdings Inc.,2024-12-21 to 2025-01-19,71,0.1067336134507622,0.5087373345182431,0.0448666123243478,0.1067336134507622,0.2112676056338028,0.1549295774647887,2025-01-19 08:24:41,0.10891994665830564,STABLE,STABLE,NEW
FSLR,First Solar Inc.,2024-12-20 to 2025-01-14,25,0.1050785388946533,0.5097937757289409,0.1327065348625183,0.0711860060691833,0.28,0.16,2025-01-14 12:52:40,0.10591791016714913,STABLE,STABLE,NEW
EVH,Evolent Health Inc.,2024-12-23 to 2025-01-10,5,0.0944450855255126,0.3609951276760429,,0.0944450855255126,0.0,0.0,2025-01-10 13:04:09,0.26817723512649533,STABLE,NEW,NEW
IMVT,Immunovant Inc.,2024-12-20 to 2025-01-13,4,0.0940926134586334,0.3281009559866147,0.0,0.2354512850443522,0.5,0.25,2025-01-13 09:01:56,0.0,STABLE,STABLE,NEW
DHR,Danaher Corporation,2024-12-21 to 2025-01-16,33,0.0877999551368482,0.4639738301490447,-0.1310038254811213,0.0877999551368482,0.2424242424242424,0.1515151515151515,2025-01-16 10:30:00,0.052434951066970825,STABLE,STABLE,NEW
BILL,BILL Holdings Inc.,2024-12-20 to 2025-01-16,12,0.0820724378029505,0.4267010479461782,0.0,0.1570292613723061,0.0833333333333333,0.1666666666666666,2025-01-16 17:08:05,0.2341055482625961,STABLE,STABLE,NEW
CVE,Cenovus Energy Inc.,2024-12-22 to 2025-01-06,7,0.0671903780528477,0.1777690308242473,,0.0671903780528477,0.0,0.0,2025-01-06 23:58:28,0.0,STABLE,NEW,NEW
MDLZ,Mondelez International Inc.,2024-12-20 to 2025-01-15,33,0.0632811929240371,0.526081673892433,-0.0191568374633789,0.0528420481830835,0.1818181818181818,0.2424242424242424,2025-01-15 17:06:03,-0.036858853272029334,STABLE,STABLE,NEW
CG,Centerra Gold Inc.,2024-12-23 to 2025-01-17,15,0.0551913078625997,0.2912852683867664,0.0740340054035186,0.0551913078625997,0.0666666666666666,0.0666666666666666,2025-01-17 08:05:00,0.039625419269908556,STABLE,STABLE,NEW
XPO,XPO Inc.,2024-12-20 to 2025-01-16,18,0.0510015706221262,0.3929568878493787,0.2282431562741597,0.0540016630116631,0.1111111111111111,0.1666666666666666,2025-01-16 01:03:59,0.11375342309474945,STABLE,STABLE,NEW
